date,ticker,price
2016-10-31,AAPL,26.04
2016-10-31,AMZN,39.49
2016-10-31,GOOGL,40.19
2016-10-31,JNJ,89.8
2016-10-31,JPM,54.16
2016-10-31,META,130.08
2016-10-31,MSFT,53.54
2016-10-31,NVDA,1.75
2016-10-31,PG,68.1
2016-10-31,XOM,55.18
2016-11-01,AAPL,25.57
2016-11-01,AMZN,39.27
2016-11-01,GOOGL,39.97
2016-11-01,JNJ,89.29
2016-11-01,JPM,53.93
2016-11-01,META,128.6
2016-11-01,MSFT,53.44
2016-11-01,NVDA,1.7
2016-11-01,PG,68.14
2016-11-01,XOM,55.4
2016-11-02,AAPL,25.59
2016-11-02,AMZN,38.28
2016-11-02,GOOGL,39.13
2016-11-02,JNJ,88.92
2016-11-02,JPM,53.71
2016-11-02,META,126.29
2016-11-02,MSFT,53.11
2016-11-02,NVDA,1.69
2016-11-02,PG,68.05
2016-11-02,XOM,55.26
2016-11-03,AAPL,25.31
2016-11-03,AMZN,38.35
2016-11-03,GOOGL,38.82
2016-11-03,JNJ,89.05
2016-11-03,JPM,53.47
2016-11-03,META,119.17
2016-11-03,MSFT,52.91
2016-11-03,NVDA,1.67
2016-11-03,PG,67.94
2016-11-03,XOM,55.4
2016-11-04,AAPL,25.09
2016-11-04,AMZN,37.75
2016-11-04,GOOGL,38.76
2016-11-04,JNJ,89.12
2016-11-04,JPM,52.99
2016-11-04,META,119.91
2016-11-04,MSFT,52.46
2016-11-04,NVDA,1.66
2016-11-04,PG,66.75
2016-11-04,XOM,55.34
2016-11-07,AAPL,25.45
2016-11-07,AMZN,39.25
2016-11-07,GOOGL,39.8
2016-11-07,JNJ,90.32
2016-11-07,JPM,54.64
2016-11-07,META,121.3
2016-11-07,MSFT,53.99
2016-11-07,NVDA,1.75
2016-11-07,PG,67.91
2016-11-07,XOM,56.59
2016-11-08,AAPL,25.6
2016-11-08,AMZN,39.39
2016-11-08,GOOGL,40.29
2016-11-08,JNJ,90.62
2016-11-08,JPM,54.76
2016-11-08,META,123.36
2016-11-08,MSFT,54.04
2016-11-08,NVDA,1.75
2016-11-08,PG,68.61
2016-11-08,XOM,57.0
2016-11-09,AAPL,25.56
2016-11-09,AMZN,38.59
2016-11-09,GOOGL,39.98
2016-11-09,JNJ,93.14
2016-11-09,JPM,57.28
2016-11-09,META,122.33
2016-11-09,MSFT,53.77
2016-11-09,NVDA,1.72
2016-11-09,PG,67.41
2016-11-09,XOM,57.62
2016-11-10,AAPL,24.84
2016-11-10,AMZN,37.12
2016-11-10,GOOGL,38.72
2016-11-10,JNJ,92.54
2016-11-10,JPM,59.94
2016-11-10,META,119.96
2016-11-10,MSFT,52.45
2016-11-10,NVDA,1.67
2016-11-10,PG,65.08
2016-11-10,XOM,58.16
2016-11-11,AAPL,24.99
2016-11-11,AMZN,36.95
2016-11-11,GOOGL,38.3
2016-11-11,JNJ,91.72
2016-11-11,JPM,59.97
2016-11-11,META,118.19
2016-11-11,MSFT,52.74
2016-11-11,NVDA,2.16
2016-11-11,PG,65.57
2016-11-11,XOM,57.24
2016-11-14,AAPL,24.36
2016-11-14,AMZN,35.95
2016-11-14,GOOGL,37.38
2016-11-14,JNJ,90.27
2016-11-14,JPM,62.18
2016-11-14,META,114.28
2016-11-14,MSFT,51.94
2016-11-14,NVDA,2.06
2016-11-14,PG,65.12
2016-11-14,XOM,56.98
2016-11-15,AAPL,24.69
2016-11-15,AMZN,37.16
2016-11-15,GOOGL,38.47
2016-11-15,JNJ,90.05
2016-11-15,JPM,62.06
2016-11-15,META,116.39
2016-11-15,MSFT,52.96
2016-11-15,NVDA,2.12
2016-11-15,PG,65.6
2016-11-15,XOM,58.0
2016-11-16,AAPL,25.35
2016-11-16,AMZN,37.32
2016-11-16,GOOGL,38.71
2016-11-16,JNJ,90.08
2016-11-16,JPM,60.53
2016-11-16,META,115.53
2016-11-16,MSFT,53.66
2016-11-16,NVDA,2.25
2016-11-16,PG,65.26
2016-11-16,XOM,57.29
2016-11-17,AAPL,25.34
2016-11-17,AMZN,37.82
2016-11-17,GOOGL,39.01
2016-11-17,JNJ,90.25
2016-11-17,JPM,61.01
2016-11-17,META,116.97
2016-11-17,MSFT,54.55
2016-11-17,NVDA,2.27
2016-11-17,PG,65.17
2016-11-17,XOM,56.94
2016-11-18,AAPL,25.37
2016-11-18,AMZN,38.01
2016-11-18,GOOGL,38.51
2016-11-18,JNJ,89.93
2016-11-18,JPM,60.77
2016-11-18,META,116.21
2016-11-18,MSFT,54.29
2016-11-18,NVDA,2.3
2016-11-18,PG,64.33
2016-11-18,XOM,56.98
2016-11-21,AAPL,25.75
2016-11-21,AMZN,39.0
2016-11-21,GOOGL,38.95
2016-11-21,JNJ,89.65
2016-11-21,JPM,61.03
2016-11-21,META,120.93
2016-11-21,MSFT,54.75
2016-11-21,NVDA,2.29
2016-11-21,PG,64.83
2016-11-21,XOM,57.78
2016-11-22,AAPL,25.77
2016-11-22,AMZN,39.27
2016-11-22,GOOGL,38.96
2016-11-22,JNJ,87.88
2016-11-22,JPM,61.41
2016-11-22,META,120.63
2016-11-22,MSFT,54.99
2016-11-22,NVDA,2.3
2016-11-22,PG,64.93
2016-11-22,XOM,57.91
2016-11-23,AAPL,25.64
2016-11-23,AMZN,39.01
2016-11-23,GOOGL,38.66
2016-11-23,JNJ,88.14
2016-11-23,JPM,61.67
2016-11-23,META,120.0
2016-11-23,MSFT,54.34
2016-11-23,NVDA,2.31
2016-11-23,PG,64.86
2016-11-23,XOM,58.07
2016-11-25,AAPL,25.77
2016-11-25,AMZN,39.02
2016-11-25,GOOGL,38.72
2016-11-25,JNJ,88.97
2016-11-25,JPM,61.64
2016-11-25,META,119.54
2016-11-25,MSFT,54.46
2016-11-25,NVDA,2.32
2016-11-25,PG,65.48
2016-11-25,XOM,58.2
2016-11-28,AAPL,25.72
2016-11-28,AMZN,38.34
2016-11-28,GOOGL,38.99
2016-11-28,JNJ,88.19
2016-11-28,JPM,61.24
2016-11-28,META,119.57
2016-11-28,MSFT,54.53
2016-11-28,NVDA,2.32
2016-11-28,PG,65.17
2016-11-28,XOM,57.77
2016-11-29,AAPL,25.69
2016-11-29,AMZN,38.13
2016-11-29,GOOGL,39.18
2016-11-29,JNJ,87.68
2016-11-29,JPM,61.71
2016-11-29,META,120.03
2016-11-29,MSFT,54.96
2016-11-29,NVDA,2.3
2016-11-29,PG,65.03
2016-11-29,XOM,57.39
2016-11-30,AAPL,25.47
2016-11-30,AMZN,37.53
2016-11-30,GOOGL,38.5
2016-11-30,JNJ,86.76
2016-11-30,JPM,62.69
2016-11-30,META,117.6
2016-11-30,MSFT,54.21
2016-11-30,NVDA,2.27
2016-11-30,PG,64.69
2016-11-30,XOM,58.32
2016-12-01,AAPL,25.24
2016-12-01,AMZN,37.18
2016-12-01,GOOGL,37.93
2016-12-01,JNJ,86.82
2016-12-01,JPM,63.96
2016-12-01,META,114.3
2016-12-01,MSFT,53.26
2016-12-01,NVDA,2.16
2016-12-01,PG,64.22
2016-12-01,XOM,58.28
2016-12-02,AAPL,25.33
2016-12-02,AMZN,37.02
2016-12-02,GOOGL,37.94
2016-12-02,JNJ,87.28
2016-12-02,JPM,63.81
2016-12-02,META,114.6
2016-12-02,MSFT,53.3
2016-12-02,NVDA,2.18
2016-12-02,PG,64.65
2016-12-02,XOM,58.15
2016-12-05,AAPL,25.15
2016-12-05,AMZN,37.97
2016-12-05,GOOGL,38.62
2016-12-05,JNJ,87.26
2016-12-05,JPM,65.11
2016-12-05,META,116.62
2016-12-05,MSFT,54.18
2016-12-05,NVDA,2.26
2016-12-05,PG,65.11
2016-12-05,XOM,58.45
2016-12-06,AAPL,25.34
2016-12-06,AMZN,38.24
2016-12-06,GOOGL,38.52
2016-12-06,JNJ,87.35
2016-12-06,JPM,65.44
2016-12-06,META,116.5
2016-12-06,MSFT,53.93
2016-12-06,NVDA,2.3
2016-12-06,PG,65.05
2016-12-06,XOM,58.5
2016-12-07,AAPL,25.59
2016-12-07,AMZN,38.52
2016-12-07,GOOGL,39.28
2016-12-07,JNJ,86.61
2016-12-07,JPM,65.74
2016-12-07,META,117.13
2016-12-07,MSFT,55.21
2016-12-07,NVDA,2.34
2016-12-07,PG,66.04
2016-12-07,XOM,58.84
2016-12-08,AAPL,25.84
2016-12-08,AMZN,38.37
2016-12-08,GOOGL,39.46
2016-12-08,JNJ,86.52
2016-12-08,JPM,66.56
2016-12-08,META,118.09
2016-12-08,MSFT,54.89
2016-12-08,NVDA,2.3
2016-12-08,PG,65.51
2016-12-08,XOM,59.01
2016-12-09,AAPL,26.26
2016-12-09,AMZN,38.43
2016-12-09,GOOGL,40.17
2016-12-09,JNJ,87.51
2016-12-09,JPM,66.85
2016-12-09,META,118.85
2016-12-09,MSFT,55.75
2016-12-09,NVDA,2.26
2016-12-09,PG,66.19
2016-12-09,XOM,59.46
2016-12-12,AAPL,26.11
2016-12-12,AMZN,38.01
2016-12-12,GOOGL,40.09
2016-12-12,JNJ,89.93
2016-12-12,JPM,66.26
2016-12-12,META,116.95
2016-12-12,MSFT,55.93
2016-12-12,NVDA,2.21
2016-12-12,PG,66.79
2016-12-12,XOM,60.78
2016-12-13,AAPL,26.55
2016-12-13,AMZN,38.72
2016-12-13,GOOGL,40.46
2016-12-13,JNJ,90.34
2016-12-13,JPM,66.28
2016-12-13,META,119.48
2016-12-13,MSFT,56.66
2016-12-13,NVDA,2.25
2016-12-13,PG,66.83
2016-12-13,XOM,61.85
2016-12-14,AAPL,26.55
2016-12-14,AMZN,38.44
2016-12-14,GOOGL,40.59
2016-12-14,JNJ,89.64
2016-12-14,JPM,66.26
2016-12-14,META,119.38
2016-12-14,MSFT,56.39
2016-12-14,NVDA,2.38
2016-12-14,PG,66.19
2016-12-14,XOM,60.52
2016-12-15,AAPL,26.69
2016-12-15,AMZN,38.05
2016-12-15,GOOGL,40.48
2016-12-15,JNJ,90.34
2016-12-15,JPM,67.25
2016-12-15,META,119.73
2016-12-15,MSFT,56.3
2016-12-15,NVDA,2.43
2016-12-15,PG,66.43
2016-12-15,XOM,60.72
2016-12-16,AAPL,26.73
2016-12-16,AMZN,37.89
2016-12-16,GOOGL,40.19
2016-12-16,JNJ,90.33
2016-12-16,JPM,66.42
2016-12-16,META,119.04
2016-12-16,MSFT,56.05
2016-12-16,NVDA,2.47
2016-12-16,PG,66.43
2016-12-16,XOM,60.92
2016-12-19,AAPL,26.88
2016-12-19,AMZN,38.3
2016-12-19,GOOGL,40.32
2016-12-19,JNJ,90.44
2016-12-19,JPM,66.8
2016-12-19,META,118.41
2016-12-19,MSFT,57.23
2016-12-19,NVDA,2.5
2016-12-19,PG,66.46
2016-12-19,XOM,60.41
2016-12-20,AAPL,26.96
2016-12-20,AMZN,38.56
2016-12-20,GOOGL,40.45
2016-12-20,JNJ,90.16
2016-12-20,JPM,67.66
2016-12-20,META,118.26
2016-12-20,MSFT,57.16
2016-12-20,NVDA,2.59
2016-12-20,PG,66.35
2016-12-20,XOM,60.42
2016-12-21,AAPL,26.98
2016-12-21,AMZN,38.53
2016-12-21,GOOGL,40.31
2016-12-21,JNJ,89.89
2016-12-21,JPM,67.84
2016-12-21,META,118.21
2016-12-21,MSFT,57.16
2016-12-21,NVDA,2.61
2016-12-21,PG,66.12
2016-12-21,XOM,60.32
2016-12-22,AAPL,26.8
2016-12-22,AMZN,38.32
2016-12-22,GOOGL,40.18
2016-12-22,JNJ,89.99
2016-12-22,JPM,67.95
2016-12-22,META,116.59
2016-12-22,MSFT,57.17
2016-12-22,NVDA,2.64
2016-12-22,PG,66.27
2016-12-22,XOM,60.71
2016-12-23,AAPL,26.86
2016-12-23,AMZN,38.03
2016-12-23,GOOGL,40.09
2016-12-23,JNJ,90.39
2016-12-23,JPM,68.07
2016-12-23,META,116.46
2016-12-23,MSFT,56.89
2016-12-23,NVDA,2.7
2016-12-23,PG,66.65
2016-12-23,XOM,60.6
2016-12-27,AAPL,27.03
2016-12-27,AMZN,38.57
2016-12-27,GOOGL,40.19
2016-12-27,JNJ,90.35
2016-12-27,JPM,68.13
2016-12-27,META,117.19
2016-12-27,MSFT,56.93
2016-12-27,NVDA,2.89
2016-12-27,PG,66.37
2016-12-27,XOM,60.63
2016-12-28,AAPL,26.91
2016-12-28,AMZN,38.61
2016-12-28,GOOGL,39.93
2016-12-28,JNJ,89.72
2016-12-28,JPM,67.64
2016-12-28,META,116.11
2016-12-28,MSFT,56.67
2016-12-28,NVDA,2.69
2016-12-28,PG,65.96
2016-12-28,XOM,60.33
2016-12-29,AAPL,26.9
2016-12-29,AMZN,38.26
2016-12-29,GOOGL,39.84
2016-12-29,JNJ,90.03
2016-12-29,JPM,67.16
2016-12-29,META,115.54
2016-12-29,MSFT,56.59
2016-12-29,NVDA,2.74
2016-12-29,PG,66.17
2016-12-29,XOM,60.36
2016-12-30,AAPL,26.69
2016-12-30,AMZN,37.49
2016-12-30,GOOGL,39.33
2016-12-30,JNJ,89.81
2016-12-30,JPM,67.48
2016-12-30,META,114.25
2016-12-30,MSFT,55.9
2016-12-30,NVDA,2.63
2016-12-30,PG,65.96
2016-12-30,XOM,60.3
2017-01-03,AAPL,26.77
2017-01-03,AMZN,37.68
2017-01-03,GOOGL,40.1
2017-01-03,JNJ,90.3
2017-01-03,JPM,68.21
2017-01-03,META,116.05
2017-01-03,MSFT,56.3
2017-01-03,NVDA,2.51
2017-01-03,PG,66.06
2017-01-03,XOM,60.72
2017-01-04,AAPL,26.74
2017-01-04,AMZN,37.86
2017-01-04,GOOGL,40.09
2017-01-04,JNJ,90.15
2017-01-04,JPM,68.34
2017-01-04,META,117.87
2017-01-04,MSFT,56.05
2017-01-04,NVDA,2.57
2017-01-04,PG,66.29
2017-01-04,XOM,60.06
2017-01-05,AAPL,26.88
2017-01-05,AMZN,39.02
2017-01-05,GOOGL,40.35
2017-01-05,JNJ,91.1
2017-01-05,JPM,67.71
2017-01-05,META,119.83
2017-01-05,MSFT,56.05
2017-01-05,NVDA,2.51
2017-01-05,PG,66.73
2017-01-05,XOM,59.16
2017-01-06,AAPL,27.18
2017-01-06,AMZN,39.8
2017-01-06,GOOGL,40.95
2017-01-06,JNJ,90.66
2017-01-06,JPM,67.72
2017-01-06,META,122.55
2017-01-06,MSFT,56.53
2017-01-06,NVDA,2.54
2017-01-06,PG,66.71
2017-01-06,XOM,59.13
2017-01-09,AAPL,27.43
2017-01-09,AMZN,39.85
2017-01-09,GOOGL,41.05
2017-01-09,JNJ,90.64
2017-01-09,JPM,67.76
2017-01-09,META,124.03
2017-01-09,MSFT,56.35
2017-01-09,NVDA,2.64
2017-01-09,PG,66.21
2017-01-09,XOM,58.15
2017-01-10,AAPL,27.45
2017-01-10,AMZN,39.79
2017-01-10,GOOGL,40.99
2017-01-10,JNJ,90.55
2017-01-10,JPM,67.96
2017-01-10,META,123.49
2017-01-10,MSFT,56.34
2017-01-10,NVDA,2.62
2017-01-10,PG,65.5
2017-01-10,XOM,57.41
2017-01-11,AAPL,27.6
2017-01-11,AMZN,39.95
2017-01-11,GOOGL,41.18
2017-01-11,JNJ,89.43
2017-01-11,JPM,68.47
2017-01-11,META,125.22
2017-01-11,MSFT,56.85
2017-01-11,NVDA,2.59
2017-01-11,PG,65.7
2017-01-11,XOM,58.0
2017-01-12,AAPL,27.49
2017-01-12,AMZN,40.68
2017-01-12,GOOGL,41.17
2017-01-12,JNJ,89.35
2017-01-12,JPM,67.81
2017-01-12,META,125.74
2017-01-12,MSFT,56.33
2017-01-12,NVDA,2.55
2017-01-12,PG,65.77
2017-01-12,XOM,57.68
2017-01-13,AAPL,27.44
2017-01-13,AMZN,40.86
2017-01-13,GOOGL,41.24
2017-01-13,JNJ,89.33
2017-01-13,JPM,68.17
2017-01-13,META,127.45
2017-01-13,MSFT,56.41
2017-01-13,NVDA,2.55
2017-01-13,PG,65.91
2017-01-13,XOM,57.69
2017-01-17,AAPL,27.66
2017-01-17,AMZN,40.49
2017-01-17,GOOGL,41.06
2017-01-17,JNJ,89.54
2017-01-17,JPM,65.7
2017-01-17,META,126.98
2017-01-17,MSFT,56.25
2017-01-17,NVDA,2.49
2017-01-17,PG,66.85
2017-01-17,XOM,58.37
2017-01-18,AAPL,27.66
2017-01-18,AMZN,40.37
2017-01-18,GOOGL,41.14
2017-01-18,JNJ,89.41
2017-01-18,JPM,66.0
2017-01-18,META,127.03
2017-01-18,MSFT,56.23
2017-01-18,NVDA,2.54
2017-01-18,PG,67.16
2017-01-18,XOM,57.64
2017-01-19,AAPL,27.61
2017-01-19,AMZN,40.45
2017-01-19,GOOGL,40.91
2017-01-19,JNJ,89.02
2017-01-19,JPM,65.5
2017-01-19,META,126.67
2017-01-19,MSFT,56.05
2017-01-19,NVDA,2.59
2017-01-19,PG,66.98
2017-01-19,XOM,56.61
2017-01-20,AAPL,27.66
2017-01-20,AMZN,40.42
2017-01-20,GOOGL,41.1
2017-01-20,JNJ,88.98
2017-01-20,JPM,65.79
2017-01-20,META,126.16
2017-01-20,MSFT,56.44
2017-01-20,NVDA,2.56
2017-01-20,PG,69.15
2017-01-20,XOM,57.38
2017-01-23,AAPL,27.68
2017-01-23,AMZN,40.89
2017-01-23,GOOGL,41.9
2017-01-23,JNJ,88.8
2017-01-23,JPM,65.82
2017-01-23,META,128.04
2017-01-23,MSFT,56.64
2017-01-23,NVDA,2.59
2017-01-23,PG,68.76
2017-01-23,XOM,56.77
2017-01-24,AAPL,27.65
2017-01-24,AMZN,41.12
2017-01-24,GOOGL,42.16
2017-01-24,JNJ,87.12
2017-01-24,JPM,66.62
2017-01-24,META,128.47
2017-01-24,MSFT,57.14
2017-01-24,NVDA,2.64
2017-01-24,PG,69.47
2017-01-24,XOM,56.85
2017-01-25,AAPL,28.09
2017-01-25,AMZN,41.83
2017-01-25,GOOGL,42.6
2017-01-25,JNJ,87.93
2017-01-25,JPM,67.65
2017-01-25,META,130.57
2017-01-25,MSFT,57.29
2017-01-25,NVDA,2.65
2017-01-25,PG,68.92
2017-01-25,XOM,57.02
2017-01-26,AAPL,28.11
2017-01-26,AMZN,41.96
2017-01-26,GOOGL,42.53
2017-01-26,JNJ,87.18
2017-01-26,JPM,68.21
2017-01-26,META,131.86
2017-01-26,MSFT,57.82
2017-01-26,NVDA,2.7
2017-01-26,PG,68.48
2017-01-26,XOM,57.19
2017-01-27,AAPL,28.11
2017-01-27,AMZN,41.79
2017-01-27,GOOGL,41.93
2017-01-27,JNJ,88.38
2017-01-27,JPM,68.35
2017-01-27,META,131.26
2017-01-27,MSFT,59.18
2017-01-27,NVDA,2.75
2017-01-27,PG,68.57
2017-01-27,XOM,57.13
2017-01-30,AAPL,28.03
2017-01-30,AMZN,41.52
2017-01-30,GOOGL,40.88
2017-01-30,JNJ,88.19
2017-01-30,JPM,67.65
2017-01-30,META,130.07
2017-01-30,MSFT,58.59
2017-01-30,NVDA,2.71
2017-01-30,PG,68.6
2017-01-30,XOM,56.69
2017-01-31,AAPL,27.97
2017-01-31,AMZN,41.17
2017-01-31,GOOGL,40.7
2017-01-31,JNJ,88.28
2017-01-31,JPM,66.55
2017-01-31,META,129.42
2017-01-31,MSFT,58.16
2017-01-31,NVDA,2.69
2017-01-31,PG,69.27
2017-01-31,XOM,56.05
2017-02-01,AAPL,29.68
2017-02-01,AMZN,41.62
2017-02-01,GOOGL,40.46
2017-02-01,JNJ,88.27
2017-02-01,JPM,66.8
2017-02-01,META,132.31
2017-02-01,MSFT,57.2
2017-02-01,NVDA,2.81
2017-02-01,PG,69.06
2017-02-01,XOM,55.41
2017-02-02,AAPL,29.62
2017-02-02,AMZN,42.0
2017-02-02,GOOGL,40.61
2017-02-02,JNJ,88.53
2017-02-02,JPM,66.51
2017-02-02,META,129.93
2017-02-02,MSFT,56.83
2017-02-02,NVDA,2.84
2017-02-02,PG,69.4
2017-02-02,XOM,55.75
2017-02-03,AAPL,29.75
2017-02-03,AMZN,40.51
2017-02-03,GOOGL,40.7
2017-02-03,JNJ,88.59
2017-02-03,JPM,68.55
2017-02-03,META,130.07
2017-02-03,MSFT,57.29
2017-02-03,NVDA,2.82
2017-02-03,PG,69.12
2017-02-03,XOM,55.81
2017-02-06,AAPL,30.03
2017-02-06,AMZN,40.38
2017-02-06,GOOGL,40.77
2017-02-06,JNJ,88.4
2017-02-06,JPM,68.23
2017-02-06,META,131.14
2017-02-06,MSFT,57.25
2017-02-06,NVDA,2.89
2017-02-06,PG,69.11
2017-02-06,XOM,55.66
2017-02-07,AAPL,30.32
2017-02-07,AMZN,40.62
2017-02-07,GOOGL,41.15
2017-02-07,JNJ,88.46
2017-02-07,JPM,68.19
2017-02-07,META,130.93
2017-02-07,MSFT,57.06
2017-02-07,NVDA,2.93
2017-02-07,PG,69.59
2017-02-07,XOM,55.3
2017-02-08,AAPL,30.43
2017-02-08,AMZN,40.99
2017-02-08,GOOGL,41.18
2017-02-08,JNJ,88.4
2017-02-08,JPM,67.59
2017-02-08,META,133.27
2017-02-08,MSFT,56.98
2017-02-08,NVDA,2.92
2017-02-08,PG,69.85
2017-02-08,XOM,54.93
2017-02-09,AAPL,30.65
2017-02-09,AMZN,41.07
2017-02-09,GOOGL,41.19
2017-02-09,JNJ,88.93
2017-02-09,JPM,68.57
2017-02-09,META,133.21
2017-02-09,MSFT,57.63
2017-02-09,NVDA,2.87
2017-02-09,PG,70.12
2017-02-09,XOM,55.18
2017-02-10,AAPL,30.58
2017-02-10,AMZN,41.37
2017-02-10,GOOGL,41.43
2017-02-10,JNJ,89.83
2017-02-10,JPM,68.41
2017-02-10,META,133.26
2017-02-10,MSFT,57.58
2017-02-10,NVDA,2.8
2017-02-10,PG,69.56
2017-02-10,XOM,55.64
2017-02-13,AAPL,30.85
2017-02-13,AMZN,41.83
2017-02-13,GOOGL,41.63
2017-02-13,JNJ,90.33
2017-02-13,JPM,69.31
2017-02-13,META,133.12
2017-02-13,MSFT,58.22
2017-02-13,NVDA,2.67
2017-02-13,PG,69.83
2017-02-13,XOM,55.96
2017-02-14,AAPL,31.26
2017-02-14,AMZN,41.82
2017-02-14,GOOGL,41.69
2017-02-14,JNJ,90.71
2017-02-14,JPM,70.42
2017-02-14,META,132.92
2017-02-14,MSFT,58.44
2017-02-14,NVDA,2.68
2017-02-14,PG,69.47
2017-02-14,XOM,55.84
2017-02-15,AAPL,31.37
2017-02-15,AMZN,42.13
2017-02-15,GOOGL,41.55
2017-02-15,JNJ,91.36
2017-02-15,JPM,71.23
2017-02-15,META,132.51
2017-02-15,MSFT,58.41
2017-02-15,NVDA,2.68
2017-02-15,PG,72.05
2017-02-15,XOM,56.07
2017-02-16,AAPL,31.33
2017-02-16,AMZN,42.21
2017-02-16,GOOGL,41.79
2017-02-16,JNJ,92.05
2017-02-16,JPM,71.18
2017-02-16,META,132.91
2017-02-16,MSFT,58.4
2017-02-16,NVDA,2.64
2017-02-16,PG,71.79
2017-02-16,XOM,55.49
2017-02-17,AAPL,31.42
2017-02-17,AMZN,42.25
2017-02-17,GOOGL,42.01
2017-02-17,JNJ,92.65
2017-02-17,JPM,70.95
2017-02-17,META,132.6
2017-02-17,MSFT,58.49
2017-02-17,NVDA,2.64
2017-02-17,PG,72.03
2017-02-17,XOM,55.12
2017-02-21,AAPL,31.64
2017-02-21,AMZN,42.82
2017-02-21,GOOGL,42.15
2017-02-21,JNJ,93.28
2017-02-21,JPM,71.56
2017-02-21,META,132.79
2017-02-21,MSFT,58.37
2017-02-21,NVDA,2.74
2017-02-21,PG,72.49
2017-02-21,XOM,55.21
2017-02-22,AAPL,31.74
2017-02-22,AMZN,42.78
2017-02-22,GOOGL,42.25
2017-02-22,JNJ,93.17
2017-02-22,JPM,71.6
2017-02-22,META,135.18
2017-02-22,MSFT,58.25
2017-02-22,NVDA,2.73
2017-02-22,PG,72.31
2017-02-22,XOM,54.56
2017-02-23,AAPL,31.6
2017-02-23,AMZN,42.61
2017-02-23,GOOGL,42.23
2017-02-23,JNJ,94.87
2017-02-23,JPM,71.66
2017-02-23,META,134.42
2017-02-23,MSFT,58.49
2017-02-23,NVDA,2.48
2017-02-23,PG,72.06
2017-02-23,XOM,55.14
2017-02-24,AAPL,31.63
2017-02-24,AMZN,42.26
2017-02-24,GOOGL,42.07
2017-02-24,JNJ,96.3
2017-02-24,JPM,71.03
2017-02-24,META,134.5
2017-02-24,MSFT,58.49
2017-02-24,NVDA,2.5
2017-02-24,PG,72.0
2017-02-24,XOM,54.66
2017-02-27,AAPL,31.7
2017-02-27,AMZN,42.43
2017-02-27,GOOGL,42.16
2017-02-27,JNJ,96.05
2017-02-27,JPM,71.11
2017-02-27,META,135.46
2017-02-27,MSFT,58.13
2017-02-27,NVDA,2.57
2017-02-27,PG,71.87
2017-02-27,XOM,54.97
2017-02-28,AAPL,31.71
2017-02-28,AMZN,42.25
2017-02-28,GOOGL,41.93
2017-02-28,JNJ,95.9
2017-02-28,JPM,71.26
2017-02-28,META,134.6
2017-02-28,MSFT,57.91
2017-02-28,NVDA,2.5
2017-02-28,PG,72.01
2017-02-28,XOM,54.83
2017-03-01,AAPL,32.36
2017-03-01,AMZN,42.65
2017-03-01,GOOGL,42.52
2017-03-01,JNJ,97.19
2017-03-01,JPM,73.6
2017-03-01,META,136.47
2017-03-01,MSFT,58.78
2017-03-01,NVDA,2.53
2017-03-01,PG,72.48
2017-03-01,XOM,55.97
2017-03-02,AAPL,32.17
2017-03-02,AMZN,42.45
2017-03-02,GOOGL,42.17
2017-03-02,JNJ,97.01
2017-03-02,JPM,72.45
2017-03-02,META,135.81
2017-03-02,MSFT,57.93
2017-03-02,NVDA,2.44
2017-03-02,PG,71.89
2017-03-02,XOM,56.16
2017-03-03,AAPL,32.36
2017-03-03,AMZN,42.49
2017-03-03,GOOGL,42.14
2017-03-03,JNJ,97.14
2017-03-03,JPM,72.97
2017-03-03,META,136.22
2017-03-03,MSFT,58.15
2017-03-03,NVDA,2.43
2017-03-03,PG,71.56
2017-03-03,XOM,55.6
2017-03-06,AAPL,32.26
2017-03-06,AMZN,42.33
2017-03-06,GOOGL,42.05
2017-03-06,JNJ,97.07
2017-03-06,JPM,72.28
2017-03-06,META,136.47
2017-03-06,MSFT,58.17
2017-03-06,NVDA,2.41
2017-03-06,PG,71.46
2017-03-06,XOM,55.84
2017-03-07,AAPL,32.3
2017-03-07,AMZN,42.3
2017-03-07,GOOGL,42.24
2017-03-07,JNJ,97.17
2017-03-07,JPM,71.88
2017-03-07,META,136.35
2017-03-07,MSFT,58.29
2017-03-07,NVDA,2.43
2017-03-07,PG,71.4
2017-03-07,XOM,55.64
2017-03-08,AAPL,32.18
2017-03-08,AMZN,42.53
2017-03-08,GOOGL,42.36
2017-03-08,JNJ,97.38
2017-03-08,JPM,71.72
2017-03-08,META,136.76
2017-03-08,MSFT,58.82
2017-03-08,NVDA,2.43
2017-03-08,PG,71.28
2017-03-08,XOM,54.63
2017-03-09,AAPL,32.1
2017-03-09,AMZN,42.65
2017-03-09,GOOGL,42.57
2017-03-09,JNJ,98.83
2017-03-09,JPM,72.0
2017-03-09,META,137.28
2017-03-09,MSFT,58.59
2017-03-09,NVDA,2.43
2017-03-09,PG,71.44
2017-03-09,XOM,55.06
2017-03-10,AAPL,32.21
2017-03-10,AMZN,42.62
2017-03-10,GOOGL,42.75
2017-03-10,JNJ,99.03
2017-03-10,JPM,71.77
2017-03-10,META,137.83
2017-03-10,MSFT,58.77
2017-03-10,NVDA,2.44
2017-03-10,PG,72.01
2017-03-10,XOM,55.02
2017-03-13,AAPL,32.22
2017-03-13,AMZN,42.73
2017-03-13,GOOGL,42.9
2017-03-13,JNJ,99.4
2017-03-13,JPM,71.84
2017-03-13,META,138.63
2017-03-13,MSFT,58.57
2017-03-13,NVDA,2.51
